"battle-pieces" "chapman-iliad" "chapman-odyssey" "confidence-man" "hawthorne-and-his-mosses" "israel-potter" "milton-complete" "moby-dick" "piazza-tales" "pierre" "shakespeare-complete"
"known" 0.0228079893128279 0.0110142373510179 0.0294246645310652 0.0192412532469615 0.0141663125088539 0.0198910582042965 0.0331543936625729 0.037495137349375 0.0249765844520762 0.026663371680898 0.0220644334624413
"tears" 0.00651656837509368 0.0394193757825905 0.0544078702649885 0.00320687554116025 0.0141663125088539 0.003060162800661 0.0204569663024386 0.00281213530120313 0.00249765844520762 0.0156078273254037 0.0305712029901295
"cast" 0.0228079893128279 0.067244817511478 0.0721737054535562 0.00534479256860041 0 0.00612032560132199 0.0239840294580315 0.0140606765060156 0.0174836091164533 0.0182091318796376 0.0124943177437921
"oh" 0.00325828418754684 0.000579696702685155 0 0.0983441832622476 0 0.03060162800661 0.00493788841783001 0.0726468286144141 0.0137371214486419 0.0955979423680976 0.00372171166836359
"hard" 0.0390994102505621 0.0231878681074062 0.0194313822374959 0.0374135479802029 0.0141663125088539 0.03060162800661 0.0310381557692172 0.037495137349375 0.0199812675616609 0.025362719403781 0.0184756400679478
"held" 0.0521325470007494 0.0684042109168483 0.055518234964274 0.0213791702744017 0 0.012240651202644 0.0275110926136243 0.0173415010240859 0.0212300967842648 0.0221110887109886 0.00957011571864923
"ry" 0 0.137388118536382 0.122140116921403 0 0 0 0.000705412631118573 0 0 0 0
"there^s" 0.0325828418754684 0.000579696702685155 0 0.0117585436509209 0 0.015300814003305 0 0.0299961098795 0.00249765844520762 0.00715358752414336 0.0463884775806747
"means" 0.00977485256264051 0.0168112043778695 0.0366420350764209 0.0171033362195213 0.0708315625442697 0.015300814003305 0.0155190778846086 0.0206223255421563 0.0212300967842648 0.0188594580181961 0.0285774288820776
"ring" 0.00651656837509368 0.0776793581598108 0.070508158404628 0.0064137510823205 0.0141663125088539 0.003060162800661 0.00917036420454145 0.00656164903614063 0.0112394630034343 0.0052026091084679 0.0186085583418179
"woman" 0.00325828418754684 0.00869545054027733 0.0188761998878532 0.0149654191920812 0 0.018360976803966 0.0176353157779643 0.00281213530120313 0.00624414611301904 0.0377189160363922 0.0378817080529865
"meet" 0.0358411260630152 0.0231878681074062 0.0111036469928548 0.0117585436509209 0 0.00918048840198299 0.0289219178758615 0.00890509512047656 0.00124882922260381 0.0221110887109886 0.0360208522188047
"ii" 0.00977485256264051 0 0 0.00106895851372008 0 0.0015300814003305 0.00493788841783001 0.00703033825300781 0 0.0195097841567546 0.0526356364525708
"perhaps" 0.0228079893128279 0.0110142373510179 0.014989923440354 0.0630685523094849 0.198328375123955 0.0290715466062795 0.0557275978583672 0.0417133403011797 0.0499531689041524 0.0396698944520677 0.005183812680935
"either" 0.00651656837509368 0.0301442285396281 0.0377523997757063 0.038482506493923 0.0283326250177079 0.024481302405288 0.0289219178758615 0.0187475686746875 0.0199812675616609 0.0260130455423395 0.0183427217940777
"further" 0.00651656837509368 0.0173909010805547 0.014989923440354 0.0245860458155619 0.0283326250177079 0.0229512210049575 0.0105811894667786 0.0285900422288984 0.0487043396815485 0.0364182637592753 0.0240582075704932
"charge" 0.0521325470007494 0.0811575383759217 0.0388627644749918 0.00427583405488033 0.0283326250177079 0.012240651202644 0.0190461410402015 0.00468689216867188 0.00999063378083047 0.00585293524702638 0.02073525072374
"john" 0.00977485256264051 0 0 0.0171033362195213 0 0.027541465205949 0.00846495157342287 0.00562427060240625 0.00374648766781143 0.000650326138558487 0.0510406171661292
"sword" 0.0553908311882962 0.0399990724852757 0.0227624763353523 0 0 0.012240651202644 0.01481366525349 0.00703033825300781 0.00749297533562285 0.00455228296990941 0.035223342575584
"aside" 0.0228079893128279 0.00115939340537031 0.00888291759428384 0.0117585436509209 0 0.00459024420099149 0.00423247578671144 0.0135919872891484 0.0187324383390571 0.00910456593981882 0.0458568044851942
"cried" 0.0260662735003747 0.0295645318369429 0.00943809994392658 0.0427583405488033 0 0.0413121978089234 0 0.0726468286144141 0.0174836091164533 0.0500751126690035 0.00757634161059731
"hence" 0 0.015072114269814 0.0183210175382104 0.0171033362195213 0 0.00612032560132199 0.0303327431380986 0.01499805493975 0.0137371214486419 0.00845423980126033 0.0356220973971944
"joy" 0.0260662735003747 0.0324630153503687 0.0394179468246346 0.00213791702744017 0.0141663125088539 0.0015300814003305 0.0613708989073158 0.007499027469875 0.00499531689041524 0.0221110887109886 0.0219315151885712
"course" 0.00977485256264051 0.0324630153503687 0.0538526879153458 0.0277929213567221 0.0283326250177079 0.021421139604627 0.0211623789335572 0.0192162578915547 0.02622541367468 0.0117058704940528 0.0180768852463374
"fellow" 0.00325828418754684 0.00173909010805547 0.0055518234964274 0.0555858427134443 0 0.0397821164085929 0.000705412631118573 0.0187475686746875 0.0237277552294724 0.0143071750482867 0.0354891791233242
"tongue" 0.0130331367501874 0.0156518109724992 0.0055518234964274 0.00320687554116025 0.0141663125088539 0.003060162800661 0.01975155367132 0.00515558138553906 0.00999063378083047 0.0123561966326113 0.0431984390077917
"ahab" 0 0 0 0 0 0 0.000705412631118573 0.204348498554094 0 0 0
"court" 0.00325828418754684 0.0405787691879609 0.0594045114117732 0.00748270959604058 0 0.0137707326029745 0.00352706315559286 0.000937378433734375 0.00999063378083047 0.00195097841567546 0.0297736933469087
"youth" 0.0293245576879215 0.0226081714047211 0.0249832057339233 0.0160343777058012 0 0.003060162800661 0.0176353157779643 0.00421820295180469 0.00499531689041524 0.0377189160363922 0.0303053664423892
"business" 0 0.00231878681074062 0.0055518234964274 0.0566548012271644 0.0283326250177079 0.021421139604627 0.00352706315559286 0.0314021775301016 0.0549484857945676 0.0117058704940528 0.0287103471559477
"isabel" 0 0 0 0 0 0 0 0 0 0.256878824730602 0.00438630303771423
"care" 0.0423576944381089 0.0457960395121273 0.0505215938174894 0.0171033362195213 0 0.00765040700165249 0.0211623789335572 0.00515558138553906 0.00124882922260381 0.00650326138558487 0.0227290248317919
"he^s" 0.00651656837509368 0.00405787691879609 0 0.0117585436509209 0 0.0229512210049575 0.00141082526223715 0.0459315432529844 0.00624414611301904 0.00650326138558487 0.0368183618620255
"pg" 0 0 0 0 0 0 0 0 0.532001248829223 0 0
"prove" 0.0162914209377342 0.0249269582154617 0.027759117482137 0.0331377139253226 0.0283326250177079 0.00612032560132199 0.0134028399912529 0.00609295981927344 0.0174836091164533 0.0169084796025207 0.0291091019775581
"along" 0.0586491153758431 0.00869545054027733 0.0227624763353523 0.0213791702744017 0.0283326250177079 0.0474325234102454 0.0126974273601343 0.0515558138553906 0.0499531689041524 0.0221110887109886 0.0126272360176622
"pass" 0.0358411260630152 0.0249269582154617 0.0599596937614159 0.0106895851372008 0.0141663125088539 0.021421139604627 0.0253948547202686 0.0145293657228828 0.0212300967842648 0.0149575011868452 0.0172793756031167
"troy" 0 0.157677503130362 0.0366420350764209 0 0 0 0.00211623789335572 0 0 0.000650326138558487 0.0105005436357401
"play" 0.0325828418754684 0.0052172703241664 0.0222072939857096 0.0138964606783611 0.0283326250177079 0.00459024420099149 0.0141082526223715 0.0121859196385469 0.00999063378083047 0.00845423980126033 0.0366854435881554
"room" 0.00325828418754684 0.0104345406483328 0.014989923440354 0.00106895851372008 0 0.0520227676112369 0.0126974273601343 0.0206223255421563 0.0312207305650952 0.0799901150426939 0.0171464573292465
"straight" 0.00651656837509368 0.0359411955664796 0.0755047995514127 0.00213791702744017 0 0.0198910582042965 0.00282165052447429 0.0210910147590234 0.0112394630034343 0.0123561966326113 0.0170135390553764
"command" 0.0162914209377342 0.0539117933497194 0.0477456820692757 0.00106895851372008 0 0.018360976803966 0.0261002673513872 0.0126546088554141 0.0149859506712457 0.0052026091084679 0.0182098035202076
"late" 0.0847153888762178 0.0318833186476835 0.0194313822374959 0.0203102117606816 0 0.024481302405288 0.0338598062936915 0.0140606765060156 0.0174836091164533 0.0143071750482867 0.0203364959021296
"person" 0.00325828418754684 0.0365208922691648 0.0388627644749918 0.0470341746036836 0 0.0336617908072709 0.00846495157342287 0.0117172304216797 0.02622541367468 0.0260130455423395 0.0159501928644154
"thousand" 0.0228079893128279 0.00579696702685155 0.00166554704892822 0.0224481287881217 0 0.0168308954036355 0.0204569663024386 0.0234344608433594 0.0112394630034343 0.0169084796025207 0.0334954050152723
"ground" 0.0423576944381089 0.0318833186476835 0.0199865645871386 0.0106895851372008 0 0.0168308954036355 0.0522005347027744 0.0187475686746875 0.0274742428972838 0.0149575011868452 0.0176781304247271
"lies" 0.019549705125281 0.0255066549181468 0.0233176586849951 0.0171033362195213 0.0283326250177079 0.00765040700165249 0.02468944208915 0.00937378433734375 0.0174836091164533 0.0143071750482867 0.0280457557865971
"force" 0.00651656837509368 0.0689839076195335 0.0510767761671321 0.00427583405488033 0.0424989375265618 0.0198910582042965 0.0451464083915887 0.00562427060240625 0.00499531689041524 0.0130065227711697 0.01036762536187
"don^t" 0.0162914209377342 0 0 0.198826283551935 0 0.0642634188138809 0 0.0557740168071953 0.0174836091164533 0.0286143500965734 0
"open" 0.0162914209377342 0.0133330241617586 0.0188761998878532 0.0117585436509209 0 0.0413121978089234 0.0204569663024386 0.0323395559638359 0.0299719013424914 0.0474738081147696 0.0151526832211946
"boat" 0.00977485256264051 0 0 0.0363445894664828 0 0.0581430932125589 0 0.118578371867398 0.0836715579144552 0.00195097841567546 0.00119626446483115
"wish" 0.00651656837509368 0.0231878681074062 0.0527423232160603 0.0224481287881217 0 0.0137707326029745 0.0126974273601343 0.00656164903614063 0.00499531689041524 0.00455228296990941 0.0261848999524153
"towards" 0 0.00637666372953671 0.00166554704892822 0.0427583405488033 0.0283326250177079 0.126996756227431 0.0204569663024386 0.0534305707228594 0.0824227286918514 0 0.00770925988446744
"lords" 0 0.00927514724296248 0.00499664114678466 0 0.0141663125088539 0.0015300814003305 0.0232786168269129 0.00140606765060156 0.00249765844520762 0.00195097841567546 0.0447934582942332
"r" 0.00325828418754684 0.135649028428326 0.0749496172017699 0 0 0 0.00634871368006716 0 0 0.00195097841567546 0.00292420202514282
"t" 0 0.0556508834577749 0.0821669877471255 0 0 0 0.0105811894667786 0.00609295981927344 0 0.00195097841567546 0.0171464573292465
"achilles" 0.00325828418754684 0.127533274590734 0.00610700584607014 0 0 0 0.000705412631118573 0 0 0 0.0224631882840517
"book" 0.00651656837509368 0.0313036219449984 0.0205417469367814 0.0438272990625234 0.0991641875619776 0.00459024420099149 0.0296273305069801 0.0267152853614297 0 0.0559280479160299 0.00957011571864923
"follow" 0.0130331367501874 0.0127533274590734 0.0155451057899967 0.0064137510823205 0 0.0137707326029745 0.0126974273601343 0.00937378433734375 0.0149859506712457 0.0117058704940528 0.0349575060278437
"arm" 0.0162914209377342 0.0324630153503687 0.0183210175382104 0.0171033362195213 0 0.0321317094069404 0.0077595389423043 0.0389012049999766 0.0237277552294724 0.0234117409881055 0.0158172745905453
"gloucester" 0 0 0 0 0 0 0 0 0 0 0.0530343912741812
"fate" 0.0358411260630152 0.0608681537819413 0.0644011525585579 0.00748270959604058 0 0.015300814003305 0.0232786168269129 0.007499027469875 0.00874180455822666 0.0377189160363922 0.00465213958545449
"gentle" 0.00325828418754684 0.00811575383759217 0.0055518234964274 0.00427583405488033 0.0283326250177079 0.00459024420099149 0.0261002673513872 0.00328082451807031 0.00499531689041524 0.0110555443554943 0.0397425638871683
"quite" 0.0130331367501874 0.0342021054584241 0.0433042232721337 0.0374135479802029 0.0141663125088539 0.0137707326029745 0.0190461410402015 0.0192162578915547 0.0424601935685295 0.0260130455423395 0.00930427917090897
"wind" 0.0456159786256557 0.0179705977832398 0.0266487527828515 0.00748270959604058 0.0141663125088539 0.0397821164085929 0.01481366525349 0.0318708667469688 0.0399625351233219 0.00715358752414336 0.0183427217940777
"shame" 0.0228079893128279 0.0301442285396281 0.0161002881396395 0.00213791702744017 0.0141663125088539 0.00612032560132199 0.0317435684003358 0.00328082451807031 0.00249765844520762 0.0052026091084679 0.0313687126333503
"sad" 0.0228079893128279 0.0318833186476835 0.0327557586289217 0.0192412532469615 0 0.018360976803966 0.0366814568181658 0.00421820295180469 0.0199812675616609 0.0162581534639622 0.0180768852463374
"third" 0.00325828418754684 0.0110142373510179 0.00777255289499836 0.00855166810976066 0 0.027541465205949 0.01481366525349 0.01499805493975 0.0212300967842648 0.0130065227711697 0.0317674674549606
"few" 0.0390994102505621 0.00811575383759217 0.0133243763914258 0.0299308383841623 0.0991641875619776 0.0596731746128894 0.0119920147290157 0.0440567863855156 0.0611926319075866 0.0325163069279244 0.00717758678898692
"run" 0.0358411260630152 0.0295645318369429 0.0233176586849951 0.0117585436509209 0.0141663125088539 0.0107105698023135 0.0162244905157272 0.0253092177108281 0.00999063378083047 0.00975489207837731 0.0219315151885712
"seems" 0.0162914209377342 0.00289848351342578 0.00444145879714192 0.0352756309527627 0.127496812579686 0.0260113838056185 0.0282165052447429 0.0407759618674453 0.02622541367468 0.0396698944520677 0.0135576639347531
"coming" 0.0260662735003747 0.0121736307563883 0.0133243763914258 0.0277929213567221 0.0424989375265618 0.0321317094069404 0.0211623789335572 0.0248405284939609 0.0399625351233219 0.025362719403781 0.0171464573292465
"rich" 0.00651656837509368 0.0457960395121273 0.0571837820132022 0.00320687554116025 0.0424989375265618 0.00612032560132199 0.0119920147290157 0.0037495137349375 0.00374648766781143 0.00650326138558487 0.0203364959021296
"what^s" 0.00651656837509368 0.00289848351342578 0 0.00748270959604058 0 0.0229512210049575 0 0.0248405284939609 0.00124882922260381 0.00325163069279244 0.0394767273394281
"greeks" 0 0.181445067940454 0.0233176586849951 0 0 0 0.000705412631118573 0.000937378433734375 0 0 0.00345587512062333
"sound" 0.0228079893128279 0.0156518109724992 0.014989923440354 0.0203102117606816 0.0141663125088539 0.0137707326029745 0.0380922820804029 0.0192162578915547 0.0287230721198876 0.00975489207837731 0.0212669238192205
"age" 0.0260662735003747 0.0197096878912953 0.0360868527267781 0.0203102117606816 0.0283326250177079 0.015300814003305 0.0232786168269129 0.00984247355421094 0.0137371214486419 0.0188594580181961 0.0198048228066491
"honest" 0.019549705125281 0.00637666372953671 0.0083277352446411 0.0288618798704422 0.0283326250177079 0.0443723606095844 0.00141082526223715 0.00609295981927344 0.00874180455822666 0.00650326138558487 0.0344258329323632
"divine" 0.0130331367501874 0.0533320966470343 0.0716185231039135 0.00962062662348074 0 0 0.0507897094405372 0.0037495137349375 0.00374648766781143 0.0143071750482867 0.005183812680935
"fly" 0.019549705125281 0.0579696702685155 0.0360868527267781 0.00534479256860041 0.0141663125088539 0.0015300814003305 0.0105811894667786 0.00656164903614063 0.00374648766781143 0.00780391366270184 0.02073525072374
"need" 0.0325828418754684 0.0220284747020359 0.0249832057339233 0.0363445894664828 0.0283326250177079 0.00459024420099149 0.0324489810314543 0.00609295981927344 0.0149859506712457 0.0130065227711697 0.0206023324498699
"grave" 0.0488742628132026 0.0359411955664796 0.0344213056778499 0.0245860458155619 0 0.00459024420099149 0.0176353157779643 0.00515558138553906 0.0149859506712457 0.00585293524702638 0.0206023324498699
"sit" 0.00325828418754684 0.0202893845939804 0.0249832057339233 0.0171033362195213 0 0.00918048840198299 0.0310381557692172 0.007499027469875 0.00999063378083047 0.0188594580181961 0.0235265344750127
"bid" 0.00325828418754684 0.00985484394564764 0.00499664114678466 0.00213791702744017 0 0.003060162800661 0.0211623789335572 0.00328082451807031 0.00249765844520762 0.00455228296990941 0.0397425638871683
"foot" 0 0.0469554329174976 0.0244280233842806 0.0117585436509209 0 0.03060162800661 0.00987577683566002 0.0135919872891484 0.02622541367468 0.00910456593981882 0.0187414766156881
"welcome" 0.00977485256264051 0.00231878681074062 0.00999328229356932 0.0064137510823205 0 0.0015300814003305 0.000705412631118573 0.00281213530120313 0.00624414611301904 0.00910456593981882 0.0421350928168306
"dark" 0.0423576944381089 0.00753605713490702 0.0144347410907112 0.00748270959604058 0.0424989375265618 0.024481302405288 0.0550221852272487 0.0262465961445625 0.0374648766781143 0.0448725035605356 0.00837385125381808
"falstaff" 0 0 0 0 0 0 0 0 0 0 0.049711434427428
"v" 0 0.000579696702685155 0 0.00106895851372008 0 0.0015300814003305 0.00493788841783001 0.00328082451807031 0.00124882922260381 0.00715358752414336 0.0458568044851942
"feel" 0.0586491153758431 0.00985484394564764 0.00999328229356932 0.0342066724390426 0.0708315625442697 0.00918048840198299 0.0239840294580315 0.0267152853614297 0.0112394630034343 0.0591796786088223 0.011430971552831
"yourself" 0 0.00289848351342578 0.00999328229356932 0.0352756309527627 0.0141663125088539 0.0229512210049575 0 0.0121859196385469 0.0149859506712457 0.00585293524702638 0.0336283232891424
"wine" 0.00651656837509368 0.0295645318369429 0.072728887803199 0.0609306352820447 0.0424989375265618 0.024481302405288 0.0105811894667786 0.00515558138553906 0.00124882922260381 0.00780391366270184 0.00957011571864923
"shalt" 0 0.0133330241617586 0.0161002881396395 0 0 0 0.0444409957604701 0.00140606765060156 0 0.0117058704940528 0.0309699578117399
"whether" 0.00977485256264051 0.00115939340537031 0.00111036469928548 0.0427583405488033 0.0708315625442697 0.0290715466062795 0.0331543936625729 0.0426507187349141 0.0399625351233219 0.0279640239580149 0.0112980532789609
"beneath" 0.019549705125281 0.0504336131336085 0.0338661233282071 0.0106895851372008 0.0141663125088539 0.018360976803966 0.0190461410402015 0.0356203804819063 0.0187324383390571 0.0338169592050413 0.00279128375127269
"bright" 0.0162914209377342 0.0457960395121273 0.0349764880274926 0.0235170873018418 0.0424989375265618 0.00918048840198299 0.0613708989073158 0.0117172304216797 0.00999063378083047 0.0117058704940528 0.00691175024124667
"desire" 0 0.0237675648100914 0.029979846880708 0.00748270959604058 0.0141663125088539 0.00612032560132199 0.0239840294580315 0.0037495137349375 0.00999063378083047 0.00910456593981882 0.0260519816785451
"doubt" 0.0325828418754684 0.0179705977832398 0.014989923440354 0.0299308383841623 0.0141663125088539 0.0107105698023135 0.0331543936625729 0.01499805493975 0.0174836091164533 0.00975489207837731 0.0206023324498699
"seek" 0.0130331367501874 0.00927514724296248 0.0116588293424975 0.0117585436509209 0.0141663125088539 0.0107105698023135 0.0444409957604701 0.00703033825300781 0.00999063378083047 0.0149575011868452 0.0263178182262854
"parts" 0.00977485256264051 0.0417381625933312 0.0527423232160603 0.00962062662348074 0.0283326250177079 0.015300814003305 0.0112866020978972 0.0192162578915547 0.0187324383390571 0.00260130455423395 0.0131589091131427
"country" 0.0456159786256557 0.0115939340537031 0.0377523997757063 0.0160343777058012 0.113330500070832 0.0489626048105759 0.00564330104894858 0.0103111627710781 0.0199812675616609 0.0305653285122489 0.0152856014950647
"talk" 0.00977485256264051 0.00695636043222186 0.00610700584607014 0.0919304321799271 0 0.021421139604627 0.00987577683566002 0.0117172304216797 0.0112394630034343 0.0123561966326113 0.0227290248317919
"clown" 0 0 0 0 0 0 0 0 0 0 0.0482493334148565
"sons" 0 0.0562305801604601 0.0288694821814225 0.00427583405488033 0 0.0015300814003305 0.0500842968094187 0.00281213530120313 0.00374648766781143 0.00195097841567546 0.0167477025076362
"born" 0.00325828418754684 0.0301442285396281 0.0260935704332088 0.00534479256860041 0.0424989375265618 0.015300814003305 0.0253948547202686 0.0140606765060156 0.00624414611301904 0.0214607625724301 0.0186085583418179
"hither" 0 0.00463757362148124 0.0111036469928548 0.00106895851372008 0.0141663125088539 0.0168308954036355 0.01975155367132 0.00656164903614063 0.00999063378083047 0.00650326138558487 0.0346916694801035
"iago" 0 0 0 0 0.0141663125088539 0 0 0 0 0 0.0479834968671163
"sometimes" 0.00651656837509368 0.0104345406483328 0.0083277352446411 0.0267239628430021 0.0283326250177079 0.0229512210049575 0.00846495157342287 0.0407759618674453 0.0449578520137371 0.0585293524702638 0.00770925988446744
"speed" 0.00977485256264051 0.0208690812966656 0.0249832057339233 0 0 0.00459024420099149 0.0239840294580315 0.00562427060240625 0.00374648766781143 0.00130065227711697 0.0295078567991685
"door" 0.00651656837509368 0.00231878681074062 0.0183210175382104 0.0181722947332414 0.0141663125088539 0.0596731746128894 0.00352706315559286 0.0196849471084219 0.0312207305650952 0.0604803308859393 0.0130259908392726
"lives" 0.0130331367501874 0.0359411955664796 0.0410834938735628 0.00427583405488033 0 0.00459024420099149 0.0105811894667786 0.0103111627710781 0.0137371214486419 0.0110555443554943 0.0195389862589088
"human" 0.019549705125281 0.0121736307563883 0.0244280233842806 0.065206469336925 0.0141663125088539 0.0229512210049575 0.0359760441870472 0.0173415010240859 0.0312207305650952 0.049424786530445 0.00279128375127269
"mighty" 0.00651656837509368 0.059708760376571 0.0344213056778499 0.00213791702744017 0.0141663125088539 0.0015300814003305 0.0211623789335572 0.0220283931927578 0.00249765844520762 0.00780391366270184 0.0127601542915323
"given" 0.0423576944381089 0.00289848351342578 0.0155451057899967 0.0309997968978824 0.0141663125088539 0.0168308954036355 0.00564330104894858 0.0168728118072188 0.0412113643459257 0.0188594580181961 0.021798596914701
"point" 0.0228079893128279 0.0115939340537031 0.00777255289499836 0.0395514650076431 0.0708315625442697 0.024481302405288 0.0077595389423043 0.0318708667469688 0.0212300967842648 0.025362719403781 0.0163489476860258
"child" 0.0162914209377342 0.00579696702685155 0.00721737054535562 0.0288618798704422 0 0.00459024420099149 0.00211623789335572 0.00656164903614063 0.00749297533562285 0.0409705467291847 0.0280457557865971
"ear" 0 0.0324630153503687 0.0294246645310652 0.00213791702744017 0 0.00459024420099149 0.0232786168269129 0.00515558138553906 0.00499531689041524 0.00650326138558487 0.0243240441182335
"believe" 0.00325828418754684 0.00637666372953671 0.0055518234964274 0.0352756309527627 0.0566652500354158 0.018360976803966 0.00564330104894858 0.0126546088554141 0.00999063378083047 0.0130065227711697 0.0291091019775581
"breath" 0.0162914209377342 0.0214487779993507 0.0249832057339233 0.00534479256860041 0.0141663125088539 0.0015300814003305 0.01975155367132 0.00843640590360938 0.00499531689041524 0.0175588057410791 0.0241911258443633
"kept" 0.0228079893128279 0.0388396790799054 0.0371972174260636 0.0171033362195213 0 0.0168308954036355 0.0105811894667786 0.0220283931927578 0.0187324383390571 0.0182091318796376 0.0106334619096103
"moment" 0.00325828418754684 0.000579696702685155 0 0.0448962575762435 0 0.0657935002142114 0.00846495157342287 0.0473376109035859 0.0624414611301904 0.0526764172232375 0.00292420202514282
"rs" 0 0.11362055372629 0.0866084465442675 0 0 0 0.000705412631118573 0 0 0 0
"view" 0.0586491153758431 0.0133330241617586 0.029979846880708 0.0555858427134443 0.0424989375265618 0.0229512210049575 0.0204569663024386 0.022497082409625 0.0399625351233219 0.0136568489097282 0.00757634161059731
"four" 0.0162914209377342 0.00811575383759217 0.0111036469928548 0.00855166810976066 0.0283326250177079 0.0260113838056185 0.0119920147290157 0.0318708667469688 0.0437090227911333 0.0208104364338716 0.0176781304247271
"fortune" 0.0130331367501874 0.00695636043222186 0.00666218819571288 0.0160343777058012 0.0141663125088539 0.0107105698023135 0.00493788841783001 0.000468689216867188 0.00499531689041524 0.00845423980126033 0.036286688766545
"city" 0.0390994102505621 0.0214487779993507 0.042749040922491 0.00855166810976066 0 0.00765040700165249 0.01481366525349 0.00609295981927344 0.0124882922260381 0.0383692421749507 0.0140893370302336
"cut" 0.0162914209377342 0.0249269582154617 0.0183210175382104 0.0138964606783611 0 0.0168308954036355 0.00705412631118573 0.0229657716264922 0.0149859506712457 0.0104052182169358 0.02073525072374
"purpose" 0.00651656837509368 0.00637666372953671 0.0144347410907112 0.0138964606783611 0 0.0168308954036355 0.01481366525349 0.0187475686746875 0.0237277552294724 0.00910456593981882 0.0253873903091945
"wilt" 0.00325828418754684 0.0121736307563883 0.0083277352446411 0 0 0 0.0268056799825058 0.00421820295180469 0.00249765844520762 0.0156078273254037 0.0316345491810905
"neither" 0.00977485256264051 0.0191299911886101 0.014989923440354 0.0320687554116025 0 0.0198910582042965 0.0155190778846086 0.007499027469875 0.0249765844520762 0.0149575011868452 0.0212669238192205
"sat" 0.0162914209377342 0.0226081714047211 0.0444145879714192 0.0106895851372008 0 0.024481302405288 0.0275110926136243 0.0210910147590234 0.0349672182329066 0.0383692421749507 0.00332295684675321
"laid" 0.0260662735003747 0.0568102768631452 0.044969770321062 0.0064137510823205 0 0.015300814003305 0.0183407284090829 0.00937378433734375 0.00749297533562285 0.0136568489097282 0.00917136089703885
"worth" 0.00325828418754684 0.0313036219449984 0.0305350292303507 0.0181722947332414 0 0.003060162800661 0.01975155367132 0.00656164903614063 0.00249765844520762 0.00195097841567546 0.0224631882840517
"letter" 0.00977485256264051 0 0.00166554704892822 0.00213791702744017 0.0141663125088539 0.0137707326029745 0.00282165052447429 0.00562427060240625 0.0112394630034343 0.0442221774219771 0.0309699578117399
"behind" 0.0293245576879215 0.0179705977832398 0.00721737054535562 0.0235170873018418 0.0141663125088539 0.024481302405288 0.0162244905157272 0.0234344608433594 0.05245082734936 0.0182091318796376 0.0143551735779738
"host" 0.0260662735003747 0.0591290636738858 0.00943809994392658 0.00320687554116025 0 0.00459024420099149 0.0289219178758615 0.00468689216867188 0.0212300967842648 0.00325163069279244 0.0182098035202076
"marry" 0 0 0.00166554704892822 0.00320687554116025 0 0.00459024420099149 0 0.000937378433734375 0 0.00390195683135092 0.0430655207339215
"pardon" 0.00325828418754684 0.00173909010805547 0 0.0224481287881217 0 0.012240651202644 0.00987577683566002 0.00234344608433594 0.0124882922260381 0.00650326138558487 0.0356220973971944
"want" 0 0.0197096878912953 0.0144347410907112 0.0438272990625234 0.0283326250177079 0.0443723606095844 0.0134028399912529 0.0154667441566172 0.0162347798938495 0.0156078273254037 0.0158172745905453
"besides" 0 0.0237675648100914 0.029979846880708 0.0171033362195213 0.0283326250177079 0.0168308954036355 0.01975155367132 0.0234344608433594 0.0149859506712457 0.0175588057410791 0.0130259908392726
"othello" 0 0 0 0 0 0 0 0 0 0 0.0450592948419735
"thank" 0.00325828418754684 0.00231878681074062 0.00055518234964274 0.0245860458155619 0 0.00918048840198299 0.00211623789335572 0.00562427060240625 0.00374648766781143 0.0123561966326113 0.0354891791233242
"town" 0.0456159786256557 0.052172703241664 0.04052831152392 0.00748270959604058 0.0141663125088539 0.0336617908072709 0.00282165052447429 0.00796771668674219 0.00999063378083047 0.0136568489097282 0.0108992984573505
"also" 0.0228079893128279 0.00289848351342578 0.00111036469928548 0.0299308383841623 0.0141663125088539 0.018360976803966 0.0451464083915887 0.0426507187349141 0.0349672182329066 0.0429215251448601 0.00451922131158436
"called" 0.0260662735003747 0.00405787691879609 0.00388627644749918 0.0342066724390426 0.0424989375265618 0.0351918722076014 0 0.0529618815059922 0.0424601935685295 0.0338169592050413 0.00770925988446744
"hell" 0.0130331367501874 0.015072114269814 0.0138795587410685 0.00106895851372008 0 0 0.0945252925698888 0.00609295981927344 0 0.00910456593981882 0.0159501928644154
"husband" 0 0.00463757362148124 0.0222072939857096 0.00748270959604058 0 0.003060162800661 0.00917036420454145 0.000937378433734375 0.00249765844520762 0.00715358752414336 0.0334954050152723
"send" 0.00325828418754684 0.0162315076751843 0.0138795587410685 0.00534479256860041 0 0.0137707326029745 0.0176353157779643 0.00656164903614063 0.00374648766781143 0.00910456593981882 0.0283115923343373
"form" 0.019549705125281 0.0214487779993507 0.0371972174260636 0.0138964606783611 0.0141663125088539 0.0107105698023135 0.00917036420454145 0.0210910147590234 0.0137371214486419 0.0318659807893659 0.0115638898267012
"law" 0.0293245576879215 0.00869545054027733 0.0111036469928548 0.0203102117606816 0 0.00459024420099149 0.0366814568181658 0.00937378433734375 0.0187324383390571 0.0149575011868452 0.0212669238192205
"serve" 0.00651656837509368 0.018550294485925 0.0316453939296362 0.00320687554116025 0 0.00918048840198299 0.0331543936625729 0.00281213530120313 0.00624414611301904 0.00585293524702638 0.0224631882840517
