"Var1" "Freq"
"1358" "stroke" 2
"1359" "stronger" 2
"1360" "stuck" 2
"1361" "subject" 2
"1362" "Such" 2
"1363" "such," 2
"1364" "suddenly" 2
"1365" "Sun," 2
"1366" "superior" 2
"1367" "surely" 2
"1368" "sustain" 2
"1369" "Sustain" 2
"1370" "swain," 2
"1371" "Sweet" 2
"1372" "sweet," 2
"1373" "swell" 2
"1374" "swift," 2
"1375" "tears;" 2
"1376" "teeth" 2
"1377" "Telamon" 2
"1378" "tell" 2
"1379" "tender" 2
"1380" "tents" 2
"1381" "them." 2
"1382" "thence," 2
"1383" "There" 2
"1384" "Thick" 2
"1385" "thick," 2
"1386" "thine," 2
"1387" "thing" 2
"1388" "three" 2
"1389" "threw" 2
"1390" "Thrice" 2
"1391" "through;" 2
"1392" "thrown" 2
"1393" "thunder'd" 2
"1394" "thus," 2
"1395" "tied" 2
"1396" "time," 2
"1397" "times," 2
"1398" "to," 2
"1399" "told" 2
"1400" "tongues" 2
"1401" "toss'd" 2
"1402" "touch" 2
"1403" "touch'd" 2
"1404" "town," 2
"1405" "travail" 2
"1406" "trial" 2
"1407" "Trojan" 2
"1408" "troops" 2
"1409" "Troy's" 2
"1410" "truly" 2
"1411" "truth" 2
"1412" "tumbled" 2
"1413" "tumult" 2
"1414" "turns" 2
"1415" "twofold" 2
"1416" "unhappy" 2
"1417" "Unless" 2
"1418" "Upon" 2
"1419" "upper" 2
"1420" "us'd" 2
"1421" "us'd," 2
"1422" "use," 2
"1423" "used" 2
"1424" "utmost" 2
"1425" "veil" 2
"1426" "vile" 2
"1427" "violence" 2
"1428" "violent" 2
"1429" "virtue" 2
"1430" "voice" 2
"1431" "vow'd" 2
"1432" "vultures" 2
"1433" "want," 2
"1434" "wars," 2
"1435" "was," 2
"1436" "waste" 2
"1437" "waters;" 2
"1438" "weakness" 2
"1439" "wealth" 2
"1440" "wealth," 2
"1441" "wealthy" 2
"1442" "weeping," 2
"1443" "weight" 2
"1444" "went;" 2
"1445" "wept" 2
"1446" "Where," 2
"1447" "while" 2
"1448" "While" 2
"1449" "white" 2
"1450" "who," 2
"1451" "winter" 2
"1452" "wisdom's" 2
"1453" "wise." 2
"1454" "wished" 2
"1455" "within" 2
"1456" "witness" 2
"1457" "wits," 2
"1458" "wives," 2
"1459" "woes," 2
"1460" "won" 2
"1461" "Wooers" 2
"1462" "Wooers," 2
"1463" "wore" 2
"1464" "wore," 2
"1465" "works" 2
"1466" "works," 2
"1467" "worse" 2
"1468" "wound." 2
"1469" "wounds," 2
"1470" "wrinkled," 2
"1471" "wrongs" 2
"1472" "wrought" 2
"1473" "yellow" 2
"1474" "yield" 2
"1475" "you," 2
"1476" "you;" 2
"1477" "youth," 2
"1478" "youths" 2
"1479" "'Avaunt," 1
"1480" "'Of" 1
"1481" "'reigns;" 1
"1482" "'scap'd," 1
"1483" "'scape" 1
"1484" "'See," 1
"1485" "'Son" 1
"1486" "'t" 1
"1487" "'This" 1
"1488" "'twere" 1
"1489" "'twill" 1
"1490" "'twixt" 1
"1491" "'Urge" 1
"1492" "'what" 1
"1493" "'What" 1
"1494" "'Which" 1
"1495" "\"Alas,\"" 1
"1496" "\"Away," 1
"1497" "\"Be" 1
"1498" "\"Daughter," 1
"1499" "\"Dogs," 1
"1500" "\"Eat," 1
"1501" "\"Father," 1
"1502" "\"Goddess,\"" 1
"1503" "\"Guest!" 1
"1504" "\"Hear" 1
"1505" "\"Hector," 1
"1506" "\"Herald," 1
"1507" "\"hold" 1
"1508" "\"Lov'd" 1
"1509" "\"Mentor!" 1
"1510" "\"Mother!" 1
"1511" "\"No" 1
"1512" "\"Now," 1
"1513" "\"Or" 1
"1514" "\"represented.\"" 1
"1515" "\"Shameless" 1
"1516" "\"Stranger!" 1
"1517" "\"Sure" 1
"1518" "\"the" 1
"1519" "\"Think" 1
"1520" "\"This" 1
"1521" "\"Thou" 1
"1522" "\"Thy" 1
"1523" "\"unjust" 1
"1524" "\"What" 1
"1525" "\"What!" 1
"1526" "\"Woe" 1
"1527" "(Adding" 1
"1528" "(Both" 1
"1529" "(Directed" 1
"1530" "(far-off" 1
"1531" "(For" 1
"1532" "(lest" 1
"1533" "(of" 1
"1534" "(One" 1
"1535" "(Since" 1
"1536" "(That" 1
"1537" "(Though" 1
"1538" "(To" 1
"1539" "(unlook'd" 1
"1540" "(When" 1
"1541" "(which" 1
"1542" "(Who" 1
"1543" "]Eacides," 1
"1544" "a," 1
"1545" "abetting" 1
"1546" "abhorr'st," 1
"1547" "abhorred" 1
"1548" "ability." 1
"1549" "abject" 1
"1550" "aboard" 1
"1551" "abode" 1
"1552" "Abode" 1
"1553" "Abode--" 1
"1554" "abode," 1
"1555" "abode." 1
"1556" "Above" 1
"1557" "above," 1
"1558" "abridge" 1
"1559" "absence," 1
"1560" "abstain" 1
"1561" "abstain," 1
"1562" "acceptable" 1
"1563" "access," 1
"1564" "accidents" 1
"1565" "accustom'd" 1
"1566" "achieve" 1
"1567" "Achilles," 1
"1568" "Achilles'" 1
"1569" "acknowledge" 1
"1570" "act," 1
"1571" "actions" 1
"1572" "actions.'" 1
"1573" "actions.\"" 1
"1574" "add." 1
"1575" "addeth" 1
"1576" "addiction," 1
"1577" "addition" 1
"1578" "administ'red" 1
"1579" "admit" 1
"1580" "Adorn" 1
"1581" "Adorn'd" 1
"1582" "adorn)" 1
"1583" "advance;" 1
"1584" "advanceth." 1
"1585" "adventures," 1
"1586" "advertis'd" 1
"1587" "advise," 1
"1588" "AEolus" 1
"1589" "AEolus," 1
"1590" "Aetion's" 1
"1591" "affable," 1
"1592" "affair" 1
"1593" "affectionate" 1
"1594" "affects" 1
"1595" "affirm" 1
"1596" "afflicted" 1
"1597" "affliction," 1
"1598" "afflictions" 1
"1599" "afford" 1
"1600" "affords." 1
"1601" "affrighted" 1
"1602" "afraid," 1
"1603" "Afraid," 1
"1604" "after-days." 1
"1605" "after-plagues" 1
"1606" "after," 1
"1607" "Again" 1
"1608" "Agamemnon" 1
"1609" "agreed," 1
"1610" "agricultural" 1
"1611" "aid" 1
"1612" "aid." 1
"1613" "aiming" 1
"1614" "air;" 1
"1615" "alarms." 1
"1616" "alas," 1
"1617" "alas!" 1
"1618" "Alas!" 1
"1619" "alive" 1
"1620" "alive;" 1
"1621" "alive?" 1
"1622" "All-hearing," 1
"1623" "all-seeing" 1
"1624" "all.\"" 1
"1625" "allay'd" 1
"1626" "allowed" 1
"1627" "almost" 1
"1628" "aloft," 1
"1629" "Aloinous," 1
"1630" "Alone" 1
"1631" "alone," 1
"1632" "alone." 1
"1633" "Along" 1
"1634" "aloud," 1
"1635" "alter'd" 1
"1636" "although" 1
"1637" "always" 1
"1638" "amaz'd" 1
"1639" "ambassadress," 1
"1640" "ambient" 1
"1641" "ambrosia.'" 1
"1642" "amplify" 1
"1643" "amply" 1
"1644" "ancient" 1
"1645" "And." 1
"1646" "Andromache;" 1
"1647" "Anger" 1
"1648" "angers," 1
"1649" "anguish" 1
"1650" "anguish." 1
"1651" "ankles" 1
"1652" "annoy" 1
"1653" "anon" 1
"1654" "Another," 1
"1655" "another's" 1
"1656" "answer" 1
"1657" "answering" 1
"1658" "Antinous" 1
"1659" "anvil;" 1
"1660" "anvils," 1
"1661" "Any" 1
"1662" "anywhere," 1
"1663" "apaid," 1
"1664" "apart" 1
"1665" "apart," 1
"1666" "Apollo's" 1
"1667" "appall" 1
"1668" "appear" 1
"1669" "appear'd," 1
"1670" "Appears" 1
"1671" "appears," 1
"1672" "appears.\"" 1
"1673" "appease" 1
"1674" "appetite" 1
"1675" "Appos'd" 1
"1676" "apprehension" 1
"1677" "approach," 1
"1678" "Appropriate" 1
"1679" "approve," 1
"1680" "apt" 1
"1681" "arbiter" 1
"1682" "Arcesiades," 1
"1683" "architect," 1
"1684" "are." 1
"1685" "Arisba's" 1
"1686" "arm'd" 1
"1687" "armed" 1
"1688" "arms;" 1
"1689" "army," 1
"1690" "army.'" 1
"1691" "army's" 1
"1692" "arose," 1
"1693" "arras" 1
"1694" "arrive" 1
"1695" "arrived" 1
"1696" "arrow" 1
"1697" "art," 1
"1698" "Artizan" 1
"1699" "arts" 1
"1700" "Ascended" 1
"1701" "ashes" 1
"1702" "ashes," 1
"1703" "aship-hoard," 1
"1704" "Asius" 1
"1705" "ask;" 1
"1706" "ask'd" 1
"1707" "Asks" 1
"1708" "aspect," 1
"1709" "Asphalion," 1
"1710" "assaults" 1
"1711" "assay," 1
"1712" "assay.\"" 1
"1713" "assembly" 1
"1714" "assistance," 1
"1715" "assumer," 1
"1716" "assuring" 1
"1717" "asteep" 1
"1718" "ate" 1
"1719" "Ate," 1
"1720" "athwart" 1
"1721" "Atlas" 1
"1722" "Atreus'" 1
"1723" "Atrides'" 1
"1724" "Attentive," 1
"1725" "attire" 1
"1726" "Aud" 1
"1727" "aught" 1
"1728" "augments" 1
"1729" "augments," 1
"1730" "Augur" 1
"1731" "author" 1
"1732" "authority" 1
"1733" "authority." 1
"1734" "autumn" 1
"1735" "avoids" 1
"1736" "awake," 1
"1737" "away," 1
"1738" "Away," 1
"1739" "away." 1
"1740" "awe" 1
"1741" "Awed" 1
"1742" "axle-tree," 1
"1743" "babe," 1
"1744" "Back" 1
"1745" "back-part;" 1
"1746" "backbones" 1
"1747" "badly" 1
"1748" "bag," 1
"1749" "bands." 1
"1750" "bane" 1
"1751" "bane," 1
"1752" "banquet" 1
"1753" "banquet." 1
"1754" "banquet's" 1
"1755" "barns," 1
"1756" "bars" 1
"1757" "batter'd" 1
"1758" "battle" 1
"1759" "bawdrick" 1
"1760" "beaks," 1
"1761" "beaks;" 1
"1762" "beam" 1
"1763" "beams," 1
"1764" "Bear," 1
"1765" "bear't" 1
"1766" "beard" 1
"1767" "bears," 1
"1768" "beast's" 1
"1769" "beat," 1
"1770" "beat)" 1
"1771" "beaten" 1
"1772" "beauties" 1
"1773" "beautifies," 1
"1774" "beauty" 1
"1775" "becalm;" 1
"1776" "Because" 1
"1777" "become" 1
"1778" "Becoming" 1
"1779" "bed-sports" 1
"1780" "beech" 1
"1781" "been." 1
"1782" "beeves" 1
"1783" "beeves," 1
"1784" "began" 1
"1785" "Began" 1
"1786" "began," 1
"1787" "began!" 1
"1788" "beget" 1
"1789" "beggar's;" 1
"1790" "Begin" 1
"1791" "behind," 1
"1792" "beholding" 1
"1793" "belabouring" 1
"1794" "bell-wether," 1
"1795" "bellies" 1
"1796" "bellows" 1
"1797" "belly" 1
"1798" "below.\"" 1
"1799" "bench" 1
"1800" "Benevolent," 1
"1801" "benign" 1
"1802" "Benignity" 1
"1803" "bent;" 1
"1804" "bepinch'd," 1
"1805" "bequeath" 1
"1806" "Besides" 1
"1807" "bespake" 1
"1808" "best," 1
"1809" "best." 1
"1810" "best.'" 1
"1811" "best.\"" 1
"1812" "Better" 1
"1813" "better." 1
"1814" "Betwixt" 1
"1815" "betwixt.\"" 1
"1816" "Bewraying" 1
"1817" "bid" 1
"1818" "bids" 1
"1819" "Bids" 1
"1820" "birth." 1
"1821" "bitter," 1
"1822" "bleak" 1
"1823" "bless.\"" 1
"1824" "Bless'd" 1
"1825" "blest" 1
"1826" "blind" 1
"1827" "block," 1
"1828" "Blood," 1
"1829" "blood)" 1
"1830" "bloodless" 1
"1831" "bloods," 1
"1832" "blore," 1
"1833" "blossom-fed" 1
"1834" "blow." 1
"1835" "blowing," 1
"1836" "blows," 1
"1837" "blows;" 1
"1838" "blows.'" 1
"1839" "Boarding" 1
"1840" "boars" 1
"1841" "boast," 1
"1842" "bodies" 1
"1843" "body" 1
"1844" "body's" 1
"1845" "bold" 1
"1846" "bone," 1
"1847" "BOOK" 1
"1848" "bore" 1
"1849" "Bore" 1
"1850" "bore," 1
"1851" "born" 1
"1852" "bosoms,--" 1
"1853" "both." 1
"1854" "Bound" 1
"1855" "bound," 1
"1856" "boundless" 1
"1857" "bounds" 1
"1858" "bounds," 1
"1859" "bounds." 1
"1860" "bountiful," 1
"1861" "bounty," 1
"1862" "bow" 1
"1863" "bow." 1
"1864" "bowing" 1
"1865" "bowl" 1
"1866" "bowl," 1
"1867" "bowl." 1
"1868" "bows" 1
"1869" "boys" 1
"1870" "brackish" 1
"1871" "brain" 1
"1872" "Brain" 1
"1873" "brains," 1
"1874" "brand," 1
"1875" "branded" 1
"1876" "brass" 1
"1877" "brass;" 1
"1878" "bravest" 1
"1879" "brawn," 1
"1880" "Bread" 1
"1881" "breadth" 1
"1882" "breast;" 1
"1883" "breath," 1
"1884" "breath?" 1
"1885" "breath." 1
"1886" "breathe." 1
"1887" "breathing" 1
"1888" "breed" 1
"1889" "breeds" 1
"1890" "brief" 1
"1891" "brighter" 1
"1892" "bring," 1
"1893" "bringing" 1
"1894" "bristled" 1
"1895" "Bristled" 1
"1896" "broad-brow'd," 1
"1897" "broad-headed" 1
"1898" "broad." 1
"1899" "broader" 1
"1900" "Broke" 1
"1901" "brother;" 1
"1902" "brother's" 1
"1903" "brothers;" 1
"1904" "brothers'" 1
"1905" "brow," 1
"1906" "brows" 1
"1907" "brows." 1
"1908" "buffeted" 1
"1909" "built" 1
"1910" "built," 1
"1911" "bulk" 1
"1912" "bull" 1
"1913" "bull's" 1
"1914" "burn" 1
"1915" "burn'd" 1
"1916" "burn'd," 1
"1917" "burthen" 1
"1918" "busy" 1
"1919" "buttons," 1
"1920" "buy" 1
"1921" "by," 1
"1922" "by;" 1
"1923" "Cabesus," 1
"1924" "calamity" 1
"1925" "calamity." 1
"1926" "caldron" 1
"1927" "Caldrons," 1
"1928" "calf'd" 1
"1929" "call;" 1
"1930" "call." 1
"1931" "call'd." 1
"1932" "called," 1
"1933" "calm" 1
"1934" "calm'd" 1
"1935" "Caneus," 1
"1936" "cannot" 1
"1937" "canst" 1
"1938" "capacity" 1
"1939" "captive" 1
"1940" "care," 1
"1941" "care;" 1
"1942" "careless" 1
"1943" "carriage" 1
"1944" "carried," 1
"1945" "Cassandra," 1
"1946" "Cast" 1
"1947" "cast," 1
"1948" "cast:" 1
"1949" "castigations" 1
"1950" "cause," 1
"1951" "cavern" 1
"1952" "celebrate," 1
"1953" "centre," 1
"1954" "Ceres" 1
"1955" "Ceston," 1
"1956" "chaff," 1
"1957" "chains" 1
"1958" "chairs" 1
"1959" "chamber" 1
"1960" "chamber," 1
"1961" "chanc'd" 1
"1962" "chang'd." 1
"1963" "change" 1
"1964" "changes" 1
"1965" "changes," 1
"1966" "chanticleers" 1
"1967" "Chapman" 1
"1968" "Chapman's." 1
"1969" "character)" 1
"1970" "characters," 1
"1971" "charg'd" 1
"1972" "charge," 1
"1973" "charge.\"" 1
"1974" "charging" 1
"1975" "chariot," 1
"1976" "chariots" 1
"1977" "chariots," 1
"1978" "charms" 1
"1979" "Charybdis;" 1
"1980" "Charybdis'" 1
"1981" "chastise" 1
"1982" "chatter" 1
"1983" "check'd," 1
"1984" "checks" 1
"1985" "cheeks," 1
"1986" "Cheer" 1
"1987" "cheer," 1
"1988" "cherish" 1
"1989" "cherish'd" 1
"1990" "cherishing." 1
"1991" "chid," 1
"1992" "chiefest" 1
"1993" "chiefly" 1
"1994" "child" 1
"1995" "child-birth," 1
"1996" "child," 1
"1997" "children" 1
"1998" "children's" 1
"1999" "chin," 1
"2000" "choked," 1
"2001" "chose" 1
"2002" "Cicons" 1
"2003" "Circe" 1
"2004" "Circe!'" 1
"2005" "circle," 1
"2006" "circularly-witted" 1
"2007" "cities" 1
"2008" "city-ruiner," 1
"2009" "civil" 1
"2010" "clad" 1
"2011" "claim" 1
"2012" "clamours" 1
"2013" "cleft" 1
"2014" "climes." 1
"2015" "cling'd" 1
"2016" "clos'd" 1
"2017" "close-beam'd" 1
"2018" "close." 1
"2019" "closed" 1
"2020" "clothes," 1
"2021" "cloud-compelling" 1
"2022" "Cloud-gathering" 1
"2023" "Cloud-herd" 1
"2024" "cloud," 1
"2025" "clouded," 1
"2026" "clusters" 1
"2027" "coach," 1
"2028" "coal-black," 1
"2029" "coals," 1
"2030" "Coan" 1
"2031" "coast" 1
"2032" "cobwebs" 1
"2033" "cold," 1
"2034" "colour" 1
"2035" "colours" 1
"2036" "combated," 1
"2037" "comfort," 1
"2038" "comforts" 1
"2039" "coming" 1
"2040" "command." 1
"2041" "Commanded" 1
"2042" "commander!" 1
"2043" "commanding" 1
"2044" "comment," 1
"2045" "comments" 1
"2046" "Commit" 1
"2047" "Commit," 1
"2048" "Committed" 1
"2049" "Compact" 1
"2050" "companion" 1
"2051" "compell'd" 1
"2052" "comprise" 1
"2053" "conceited" 1
"2054" "conceives" 1
"2055" "conclude," 1
"2056" "concluded" 1
"2057" "conference," 1
"2058" "confidence" 1
"2059" "Confidence," 1
"2060" "confirm'd" 1
"2061" "conflict" 1
"2062" "conflicts" 1
"2063" "confound." 1
"2064" "conquer'd," 1
"2065" "conquers;" 1
"2066" "conquest's" 1
"2067" "consent." 1
"2068" "contain," 1
"2069" "contain'd" 1
"2070" "Contain'd" 1
"2071" "Contains" 1
"2072" "contemplation" 1
"2073" "contempt" 1
"2074" "contend" 1
"2075" "content" 1
"2076" "content," 1
"2077" "Contention," 1
"2078" "contents." 1
"2079" "continent" 1
"2080" "controls." 1
"2081" "contumelies," 1
"2082" "convenience." 1
"2083" "convenient" 1
"2084" "conveniently" 1
"2085" "converted" 1
"2086" "convey'd" 1
"2087" "convoy" 1
"2088" "convoy," 1
"2089" "Coon's" 1
"2090" "cords." 1
"2091" "corn-winnowers" 1
"2092" "corse" 1
"2093" "corse," 1
"2094" "Couch'd" 1
"2095" "council" 1
"2096" "counsel," 1
"2097" "counsellors" 1
"2098" "country." 1
"2099" "country)" 1
"2100" "countrymen" 1
"2101" "courage" 1
"2102" "courages.\"" 1
"2103" "court," 1
"2104" "covert" 1
"2105" "cowardice" 1
"2106" "cowardly" 1
"2107" "cowardly-described" 1
"2108" "cowards" 1
"2109" "crack" 1
"2110" "crack'd" 1
"2111" "crafty" 1
"2112" "crags" 1
"2113" "creeping" 1
"2114" "cressets" 1
"2115" "crest-deck'd" 1
"2116" "crest," 1
"2117" "Creta's" 1
"2118" "Cretan" 1
"2119" "Crete;" 1
"2120" "crew." 1
"2121" "cried," 1
"2122" "cries" 1
"2123" "cries," 1
"2124" "crimson" 1
"2125" "critics," 1
"2126" "crooked" 1
"2127" "crouch'd" 1
"2128" "crowd" 1
"2129" "cruelty" 1
"2130" "cruelty," 1
"2131" "cruelty." 1
"2132" "crush" 1
"2133" "crusheth" 1
"2134" "cry," 1
"2135" "crying" 1
"2136" "Crying" 1
"2137" "crystal." 1
"2138" "cufling" 1
"2139" "cunningly" 1
"2140" "cup," 1
"2141" "cup's" 1
"2142" "cups" 1
"2143" "cur." 1
"2144" "curets" 1
"2145" "curl'd" 1
"2146" "curls," 1
"2147" "curs'd" 1
"2148" "cursed" 1
"2149" "Cut" 1
"2150" "Cyclops" 1
"2151" "d." 1
"2152" "dainty" 1
"2153" "dainty," 1
"2154" "dame" 1
"2155" "Dame" 1
"2156" "dame," 1
"2157" "dames" 1
"2158" "dames." 1
"2159" "damp'd" 1
"2160" "danc'd," 1
"2161" "dancers'" 1
"2162" "danger," 1
"2163" "dangerous" 1
"2164" "dares" 1
"2165" "Dark" 1
"2166" "darkness," 1
"2167" "dash'd" 1
"2168" "date," 1
"2169" "daughter." 1
"2170" "day," 1
"2171" "day.\"" 1
"2172" "day's" 1
"2173" "dead;" 1
"2174" "deadly" 1
"2175" "deal" 1
"2176" "dear-loved" 1
"2177" "dear." 1
"2178" "dearer" 1
"2179" "death;" 1
"2180" "death!" 1
"2181" "Death's" 1
"2182" "debate," 1
"2183" "debates" 1
"2184" "decay'd," 1
"2185" "deceas'd." 1
"2186" "decease;" 1
"2187" "decease." 1
"2188" "deceased" 1
"2189" "deceit" 1
"2190" "deceits," 1
"2191" "deceits.\"" 1
"2192" "deceiv'd" 1
"2193" "deceiv'd," 1
"2194" "deceived" 1
"2195" "decided;" 1
"2196" "deck" 1
"2197" "decks" 1
"2198" "declin'd," 1
"2199" "decline" 1
"2200" "declines" 1
"2201" "dedicate" 1
"2202" "deed," 1
"2203" "deeds" 1
"2204" "Deep" 1
"2205" "deep-breasted" 1
"2206" "deepness" 1
"2207" "defects" 1
"2208" "deferring" 1
"2209" "defiances," 1
"2210" "deformities?" 1
"2211" "deft" 1
"2212" "degree)" 1
"2213" "degrees" 1
"2214" "deign," 1
"2215" "Deiphobus," 1
"2216" "deities," 1
"2217" "Deity)" 1
"2218" "delayful" 1
"2219" "delicacies" 1
"2220" "Delighted" 1
"2221" "delude" 1
"2222" "Demodocus" 1
"2223" "Demodocus," 1
"2224" "Demodocus;" 1
"2225" "den" 1
"2226" "denote" 1
"2227" "deny" 1
"2228" "departure." 1
"2229" "Depopulating" 1
"2230" "derived" 1
"2231" "descend" 1
"2232" "descended," 1
"2233" "Describe" 1
"2234" "desert" 1
"2235" "deserts." 1
"2236" "deserve" 1
"2237" "deserve," 1
"2238" "deserves" 1
"2239" "desired" 1
"2240" "desires," 1
"2241" "desirest," 1
"2242" "desperate" 1
"2243" "despised" 1
"2244" "despite," 1
"2245" "destiny" 1
"2246" "destiny," 1
"2247" "Detain'" 1
"2248" "Deucalion" 1
"2249" "Deucalion;" 1
"2250" "device" 1
"2251" "devise" 1
"2252" "devotions," 1
"2253" "devour" 1
"2254" "devour," 1
"2255" "diadem," 1
"2256" "dice," 1
"2257" "Did" 1
"2258" "did." 1
"2259" "Didst" 1
"2260" "die," 1
"2261" "die;" 1
"2262" "die." 1
"2263" "die.\"" 1
"2264" "died," 1
"2265" "dies" 1
"2266" "diet," 1
"2267" "diffuse" 1
"2268" "dining" 1
"2269" "Diomed," 1
"2270" "Diores," 1
"2271" "Dis." 1
"2272" "discover" 1
"2273" "discursive" 1
"2274" "disease" 1
"2275" "dishonour'd" 1
"2276" "disjoin" 1
"2277" "dismay" 1
"2278" "Dismiss" 1
"2279" "dismiss'd" 1
"2280" "dispers'd" 1
"2281" "displease" 1
"2282" "displeasedly;" 1
"2283" "dispose," 1
"2284" "disposure," 1
"2285" "dispread" 1
"2286" "dissent," 1
"2287" "dissolve" 1
"2288" "Dissolve" 1
"2289" "dissolved" 1
"2290" "dissunder'd," 1
"2291" "Distemp'ring" 1
"2292" "distract," 1
"2293" "distressful" 1
"2294" "distrust" 1
"2295" "diters'" 1
"2296" "dites," 1
"2297" "divers-languag'd" 1
"2298" "divide" 1
"2299" "Divine" 1
"2300" "divine," 1
"2301" "Do" 1
"2302" "do.'" 1
"2303" "dog," 1
"2304" "dogs" 1
"2305" "Dolon" 1
"2306" "domage" 1
"2307" "Done" 1
"2308" "done;" 1
"2309" "door" 1
"2310" "dote" 1
"2311" "double" 1
"2312" "dow'r," 1
"2313" "Down" 1
"2314" "down;" 1
"2315" "down?" 1
"2316" "dragging" 1
"2317" "dragon," 1
"2318" "draught" 1
"2319" "drave" 1
"2320" "drawn," 1
"2321" "dread." 1
"2322" "dreadfully" 1
"2323" "dream" 1
"2324" "dream," 1
"2325" "dreaming" 1
"2326" "dreams" 1
"2327" "drench" 1
"2328" "dress," 1
"2329" "drew," 1
"2330" "drew." 1
"2331" "drive" 1
"2332" "driven" 1
"2333" "driven." 1
"2334" "driving;" 1
"2335" "drops." 1
"2336" "drown'd." 1
"2337" "drowning" 1
"2338" "Dryas" 1
"2339" "drying" 1
"2340" "duke," 1
"2341" "dull" 1
"2342" "dull," 1
"2343" "duller" 1
"2344" "duly" 1
"2345" "dumb." 1
"2346" "dunghill" 1
"2347" "dust," 1
"2348" "dust." 1
"2349" "duty" 1
"2350" "dwarfy" 1
"2351" "dwelling" 1
"2352" "dwellings)" 1
"2353" "dwells" 1
"2354" "dwelt" 1
"2355" "dwelt;" 1
"2356" "eagle's" 1
"2357" "early" 1
"2358" "ears." 1
"2359" "earthy" 1
"2360" "ease.\"" 1
"2361" "easy" 1
"2362" "eat," 1
"2363" "Eat," 1
"2364" "ebb," 1
"2365" "ebb." 1
"2366" "echo" 1
"2367" "echoed," 1
"2368" "edge" 1
"2369" "Egean" 1
"2370" "egression" 1
"2371" "EIGHTEENTH" 1
"2372" "either." 1
"2373" "either's" 1
"2374" "elegant" 1
"2375" "elevate" 1
"2376" "elocution" 1
"2377" "eloquent," 1
"2378" "embassy" 1
"2379" "embrac'd" 1
"2380" "embrace" 1
"2381" "embraced" 1
"2382" "embraces" 1
"2383" "embrued" 1
"2384" "eminence" 1
"2385" "eminence," 1
"2386" "empery." 1
"2387" "employ;" 1
"2388" "Employing" 1
"2389" "emptied," 1
"2390" "enchain," 1
"2391" "enchanted" 1
"2392" "enclos'd" 1
"2393" "Enclosed" 1
"2394" "encounters," 1
"2395" "end," 1
"2396" "endears" 1
"2397" "endeavour'd" 1
"2398" "endlessly," 1
"2399" "endows;" 1
"2400" "endued" 1
"2401" "endur'd," 1
"2402" "enemies" 1
"2403" "enemies)" 1
"2404" "enflame," 1
"2405" "enfold" 1
"2406" "enfolds." 1
"2407" "enforce" 1
"2408" "enforce.\"" 1
"2409" "enfranchis'd" 1
"2410" "engag'd." 1
"2411" "engines" 1
"2412" "engor'd," 1
"2413" "engrost" 1
"2414" "Enlarged" 1
"2415" "enmities," 1
"2416" "Enough" 1
"2417" "enough," 1
"2418" "enow." 1
"2419" "Enquiring" 1
"2420" "enrage" 1
"2421" "ent'ring" 1
"2422" "enter'd" 1
"2423" "enticements" 1
"2424" "Entirely" 1
"2425" "entrail" 1
"2426" "entries" 1
"2427" "entry;" 1
"2428" "envy" 1
"2429" "Epeus'" 1
"2430" "Ephyre," 1
"2431" "equals" 1
"2432" "ere" 1
"2433" "erected" 1
"2434" "Err'd" 1
"2435" "errand" 1
"2436" "errant" 1
"2437" "escape" 1
"2438" "especial" 1
"2439" "estate." 1
"2440" "esteem'd" 1
"2441" "eternal" 1
"2442" "Eternal" 1
"2443" "Ethon" 1
"2444" "Eumaeus," 1
"2445" "Eumelius" 1
"2446" "Eummus" 1
"2447" "Eumseusz:" 1
"2448" "Eurymachus" 1
"2449" "event" 1
"2450" "ever," 1
"2451" "ever." 1
"2452" "everlastingly.\"" 1
"2453" "Evermore" 1
"2454" "evermore." 1
"2455" "everywhere" 1
"2456" "ewes.\"" 1
"2457" "ex-" 1
"2458" "exactly" 1
"2459" "Exadius," 1
"2460" "exampled" 1
"2461" "exceed," 1
"2462" "exceed'st," 1
"2463" "exceptions" 1
"2464" "excerpted." 1
"2465" "excite" 1
"2466" "exclaim'd:" 1
"2467" "exempt" 1
"2468" "exempt;" 1
"2469" "exercise." 1
"2470" "exhort" 1
"2471" "expect" 1
"2472" "expel," 1
"2473" "exploits" 1
"2474" "explore,\"" 1
"2475" "expos'd" 1
"2476" "Expos'd" 1
"2477" "expose." 1
"2478" "express'd," 1
"2479" "expressing" 1
"2480" "extend" 1
"2481" "extreme" 1
"2482" "extreme," 1
"2483" "extreme.\"" 1
"2484" "extremely" 1
"2485" "extremes:" 1
"2486" "ey'd," 1
"2487" "eye-shot" 1
"2488" "eye;" 1
"2489" "eye." 1
"2490" "eyes;" 1
"2491" "eyes." 1
"2492" "face." 1
"2493" "faces" 1
"2494" "facing" 1
"2495" "factiously" 1
"2496" "facts" 1
"2497" "faded," 1
"2498" "fail" 1
"2499" "fail'd," 1
"2500" "faint'st;" 1
"2501" "fainting" 1
"2502" "fainting," 1
"2503" "Fair-hair'd" 1
"2504" "fair-helm'd" 1
"2505" "fair-maned" 1
"2506" "fair'st" 1
"2507" "faith" 1
"2508" "fall;" 1
"2509" "fall." 1
"2510" "fallows" 1
"2511" "falsified." 1
"2512" "fam'd" 1
"2513" "Fame" 1
"2514" "fame," 1
"2515" "Fame," 1
"2516" "famed" 1
"2517" "Famine" 1
"2518" "famous" 1
"2519" "fane" 1
