"Var1" "Freq"
"3690" "Pluto," 1
"3691" "Pluto's" 1
"3692" "Podargus," 1
"3693" "poet" 1
"3694" "poetical" 1
"3695" "Poets" 1
"3696" "point," 1
"3697" "poles;" 1
"3698" "policies;" 1
"3699" "polish." 1
"3700" "Polydamas" 1
"3701" "Polypheme," 1
"3702" "pomp" 1
"3703" "pomp," 1
"3704" "Poor" 1
"3705" "poor.\"" 1
"3706" "poppy" 1
"3707" "pore," 1
"3708" "possess," 1
"3709" "possession" 1
"3710" "possessions" 1
"3711" "possible" 1
"3712" "posterity" 1
"3713" "power." 1
"3714" "powerful" 1
"3715" "powers," 1
"3716" "powers;" 1
"3717" "practice" 1
"3718" "praise," 1
"3719" "praise." 1
"3720" "praiseful," 1
"3721" "praises," 1
"3722" "pray.\"" 1
"3723" "prayer" 1
"3724" "prayer," 1
"3725" "prayers" 1
"3726" "Prayers" 1
"3727" "prease" 1
"3728" "precept" 1
"3729" "preferr'd" 1
"3730" "preferr'd." 1
"3731" "preferring" 1
"3732" "prejudiced" 1
"3733" "presence," 1
"3734" "presences" 1
"3735" "present," 1
"3736" "presented" 1
"3737" "Presented.--" 1
"3738" "presently" 1
"3739" "presents" 1
"3740" "press" 1
"3741" "pressing" 1
"3742" "prevent" 1
"3743" "preventing" 1
"3744" "prey," 1
"3745" "Priam" 1
"3746" "price" 1
"3747" "prime" 1
"3748" "princely" 1
"3749" "princes," 1
"3750" "princess'" 1
"3751" "prise" 1
"3752" "prise," 1
"3753" "private" 1
"3754" "prize" 1
"3755" "prize," 1
"3756" "proceeds," 1
"3757" "procur'd" 1
"3758" "procured.'" 1
"3759" "procures" 1
"3760" "profane" 1
"3761" "prognosticate." 1
"3762" "projected," 1
"3763" "prolong" 1
"3764" "prominent" 1
"3765" "promontory," 1
"3766" "prompt" 1
"3767" "Prompt" 1
"3768" "prophecy." 1
"3769" "prophetic" 1
"3770" "proportion" 1
"3771" "Propos'd" 1
"3772" "protect" 1
"3773" "protect," 1
"3774" "Prothous," 1
"3775" "proud," 1
"3776" "Proves" 1
"3777" "proves.\"" 1
"3778" "provide" 1
"3779" "provoked," 1
"3780" "pull'd" 1
"3781" "purchase," 1
"3782" "purest" 1
"3783" "purpos'd" 1
"3784" "pursue" 1
"3785" "Pursue," 1
"3786" "Put" 1
"3787" "Pylian" 1
"3788" "Pythos" 1
"3789" "Queen," 1
"3790" "quench'd" 1
"3791" "question;" 1
"3792" "quickly" 1
"3793" "Quite" 1
"3794" "Quite--" 1
"3795" "quite," 1
"3796" "quiver" 1
"3797" "race;" 1
"3798" "race.\"" 1
"3799" "rack" 1
"3800" "radiant," 1
"3801" "rage" 1
"3802" "rags" 1
"3803" "Rais'd" 1
"3804" "rakes" 1
"3805" "ram," 1
"3806" "ramp'd," 1
"3807" "Rampired" 1
"3808" "Ran" 1
"3809" "rank-soul'd" 1
"3810" "ransom," 1
"3811" "rape" 1
"3812" "rapes;" 1
"3813" "rapture" 1
"3814" "raptures" 1
"3815" "Rare" 1
"3816" "ravish'd" 1
"3817" "re-comforting;" 1
"3818" "reach." 1
"3819" "reader's" 1
"3820" "ready," 1
"3821" "rears," 1
"3822" "receit," 1
"3823" "receiv'd" 1
"3824" "receive:" 1
"3825" "receives" 1
"3826" "receives," 1
"3827" "recovery." 1
"3828" "red" 1
"3829" "red-ey'd" 1
"3830" "redeem'd" 1
"3831" "redound;" 1
"3832" "redounds.\"" 1
"3833" "Reeking" 1
"3834" "refined" 1
"3835" "reflection" 1
"3836" "reft" 1
"3837" "refus'd," 1
"3838" "refus'd." 1
"3839" "region." 1
"3840" "reign" 1
"3841" "rejoice" 1
"3842" "remember" 1
"3843" "remember'd" 1
"3844" "remorseful" 1
"3845" "rend" 1
"3846" "render" 1
"3847" "render'd" 1
"3848" "render'st" 1
"3849" "renounce" 1
"3850" "Renounce" 1
"3851" "renown," 1
"3852" "renown'd" 1
"3853" "rent" 1
"3854" "repairing" 1
"3855" "repent" 1
"3856" "repetitions" 1
"3857" "replied" 1
"3858" "replied," 1
"3859" "replied:" 1
"3860" "reply" 1
"3861" "repose," 1
"3862" "repression" 1
"3863" "reproof," 1
"3864" "requir'd," 1
"3865" "requir'd." 1
"3866" "requite," 1
"3867" "rescu'd" 1
"3868" "rescue," 1
"3869" "resign" 1
"3870" "resign'd" 1
"3871" "resigning" 1
"3872" "resolute" 1
"3873" "Resolves" 1
"3874" "resound." 1
"3875" "respect," 1
"3876" "respect." 1
"3877" "respects" 1
"3878" "respects," 1
"3879" "responsive;" 1
"3880" "restore," 1
"3881" "restore." 1
"3882" "rests" 1
"3883" "result," 1
"3884" "Retain" 1
"3885" "retain," 1
"3886" "retain'd" 1
"3887" "retire," 1
"3888" "retreat." 1
"3889" "return," 1
"3890" "returning" 1
"3891" "revenge" 1
"3892" "revengeful" 1
"3893" "reverenc'd" 1
"3894" "reverence" 1
"3895" "reverence," 1
"3896" "reverence." 1
"3897" "Reverend" 1
"3898" "reverend," 1
"3899" "rich," 1
"3900" "richest" 1
"3901" "ridiculous" 1
"3902" "righteous" 1
"3903" "rightly" 1
"3904" "rights" 1
"3905" "ring" 1
"3906" "ring," 1
"3907" "rise;" 1
"3908" "riser" 1
"3909" "riseth" 1
"3910" "rites;" 1
"3911" "river," 1
"3912" "river)" 1
"3913" "roar" 1
"3914" "roar." 1
"3915" "robb'd" 1
"3916" "rock," 1
"3917" "rock'd," 1
"3918" "rocky" 1
"3919" "rolled" 1
"3920" "roof" 1
"3921" "roofs" 1
"3922" "rosy" 1
"3923" "Round" 1
"3924" "round;" 1
"3925" "roused" 1
"3926" "ruddy" 1
"3927" "Rude" 1
"3928" "rude," 1
"3929" "rudely" 1
"3930" "rued" 1
"3931" "ruin," 1
"3932" "rule" 1
"3933" "rule;" 1
"3934" "rulers" 1
"3935" "rulers;" 1
"3936" "runs" 1
"3937" "Rush'd" 1
"3938" "rusheth" 1
"3939" "rust" 1
"3940" "s" 1
"3941" "sack" 1
"3942" "sacrifice" 1
"3943" "sacrifice," 1
"3944" "sacrificed" 1
"3945" "Sad" 1
"3946" "sadly" 1
"3947" "safe;" 1
"3948" "Said:" 1
"3949" "sail" 1
"3950" "sail," 1
"3951" "sail;" 1
"3952" "sail.\"" 1
"3953" "sail'd," 1
"3954" "Sailing" 1
"3955" "salt" 1
"3956" "salute" 1
"3957" "salves" 1
"3958" "sand," 1
"3959" "sands" 1
"3960" "sapphire" 1
"3961" "sat," 1
"3962" "sate" 1
"3963" "satisfied," 1
"3964" "save," 1
"3965" "saving" 1
"3966" "savours" 1
"3967" "Say," 1
"3968" "say:" 1
"3969" "scaling" 1
"3970" "scape" 1
"3971" "scar'd," 1
"3972" "scarcely" 1
"3973" "scathe" 1
"3974" "scatters" 1
"3975" "scent" 1
"3976" "sceptre-bearing" 1
"3977" "sceptre's" 1
"3978" "scope" 1
"3979" "scorn'd" 1
"3980" "scourged" 1
"3981" "scouting" 1
"3982" "scraper" 1
"3983" "scraps" 1
"3984" "scratching" 1
"3985" "Sea" 1
"3986" "sea-mews" 1
"3987" "sea's" 1
"3988" "seal" 1
"3989" "search'd" 1
"3990" "seas" 1
"3991" "seas." 1
"3992" "seat." 1
"3993" "second" 1
"3994" "secret" 1
"3995" "secretly" 1
"3996" "securely," 1
"3997" "see,\"" 1
"3998" "see." 1
"3999" "Seed" 1
"4000" "seed," 1
"4001" "seeing" 1
"4002" "Seeing" 1
"4003" "seek" 1
"4004" "Seem" 1
"4005" "seeming" 1
"4006" "seems" 1
"4007" "seen." 1
"4008" "seest," 1
"4009" "seize" 1
"4010" "seize," 1
"4011" "seized" 1
"4012" "self-providing" 1
"4013" "selves" 1
"4014" "Send" 1
"4015" "sending" 1
"4016" "senseless," 1
"4017" "Sent" 1
"4018" "sent)" 1
"4019" "separate" 1
"4020" "sepulchre" 1
"4021" "sepulchre," 1
"4022" "sequel" 1
"4023" "seres," 1
"4024" "serpent" 1
"4025" "Serv'd" 1
"4026" "servants," 1
"4027" "serving" 1
"4028" "sett'st" 1
"4029" "settled" 1
"4030" "seven" 1
"4031" "sever" 1
"4032" "Sever'd" 1
"4033" "severe" 1
"4034" "severity" 1
"4035" "shades;" 1
"4036" "shadows" 1
"4037" "shady" 1
"4038" "shafts" 1
"4039" "shafts," 1
"4040" "Shak'st" 1
"4041" "shakes" 1
"4042" "Shall" 1
"4043" "shalt" 1
"4044" "sham'd," 1
"4045" "shame," 1
"4046" "shames" 1
"4047" "sharper" 1
"4048" "sharply," 1
"4049" "She," 1
"4050" "she,\"" 1
"4051" "shedding" 1
"4052" "sheep," 1
"4053" "Sheep," 1
"4054" "shelter." 1
"4055" "shew" 1
"4056" "shield;" 1
"4057" "shield." 1
"4058" "shields;" 1
"4059" "shift" 1
"4060" "shin'd," 1
"4061" "shine;" 1
"4062" "shine." 1
"4063" "shined." 1
"4064" "shining" 1
"4065" "ship" 1
"4066" "ship?" 1
"4067" "shipp'd" 1
"4068" "ships." 1
"4069" "shipwrack'dst" 1
"4070" "Shook" 1
"4071" "shooting" 1
"4072" "shore;" 1
"4073" "short," 1
"4074" "shouted" 1
"4075" "shouts," 1
"4076" "show;" 1
"4077" "show?" 1
"4078" "show." 1
"4079" "Show'd" 1
"4080" "show'd:" 1
"4081" "showers" 1
"4082" "showing" 1
"4083" "shows," 1
"4084" "shrewish" 1
"4085" "Shrieks" 1
"4086" "Shrill" 1
"4087" "shun" 1
"4088" "shun," 1
"4089" "shut" 1
"4090" "side" 1
"4091" "sides" 1
"4092" "sides," 1
"4093" "Sidonia," 1
"4094" "siege" 1
"4095" "sighing." 1
"4096" "sighs" 1
"4097" "sighs," 1
"4098" "sight." 1
"4099" "sign," 1
"4100" "sign'd" 1
"4101" "silence," 1
"4102" "silver-bow'd" 1
"4103" "silver," 1
"4104" "silver;" 1
"4105" "Simois," 1
"4106" "Simois)" 1
"4107" "Simoisius." 1
"4108" "simply" 1
"4109" "sin," 1
"4110" "since--" 1
"4111" "since," 1
"4112" "sinews" 1
"4113" "sing," 1
"4114" "singled" 1
"4115" "singularity)" 1
"4116" "sinister" 1
"4117" "sink" 1
"4118" "sinks" 1
"4119" "sins" 1
"4120" "Sintii" 1
"4121" "sister," 1
"4122" "Sisyphus" 1
"4123" "sit," 1
"4124" "sits" 1
"4125" "size," 1
"4126" "skies," 1
"4127" "skill," 1
"4128" "skill'd" 1
"4129" "skill'd;" 1
"4130" "skin," 1
"4131" "skirts" 1
"4132" "sky" 1
"4133" "Sky;" 1
"4134" "slaught'ring" 1
"4135" "slaughter" 1
"4136" "slaves" 1
"4137" "Sleep," 1
"4138" "sleep;" 1
"4139" "sleep." 1
"4140" "sleight" 1
"4141" "sleights," 1
"4142" "slept," 1
"4143" "slew" 1
"4144" "slew," 1
"4145" "slew'st" 1
"4146" "slick" 1
"4147" "sloth" 1
"4148" "sloth," 1
"4149" "slothful," 1
"4150" "small" 1
"4151" "small," 1
"4152" "small." 1
"4153" "smart" 1
"4154" "smelt" 1
"4155" "smit;" 1
"4156" "smiths" 1
"4157" "smoked" 1
"4158" "smother" 1
"4159" "snatch'd" 1
"4160" "snowing" 1
"4161" "snowy" 1
"4162" "so." 1
"4163" "soak'd" 1
"4164" "soaken" 1
"4165" "sociable" 1
"4166" "societies.'" 1
"4167" "society" 1
"4168" "sod" 1
"4169" "soft-hair'd" 1
"4170" "soldier" 1
"4171" "soldier;" 1
"4172" "soldiers" 1
"4173" "soldiers," 1
"4174" "solemn" 1
"4175" "solemnly" 1
"4176" "something" 1
"4177" "son,\"" 1
"4178" "sons," 1
"4179" "soon," 1
"4180" "sooner" 1
"4181" "soothe" 1
"4182" "soothes" 1
"4183" "sore," 1
"4184" "sorrow" 1
"4185" "sort," 1
"4186" "sorts" 1
"4187" "sought" 1
"4188" "soul;" 1
"4189" "souls.\"" 1
"4190" "sound" 1
"4191" "sound?" 1
"4192" "sounded" 1
"4193" "sounded," 1
"4194" "soundly" 1
"4195" "sounds" 1
"4196" "sovereign" 1
"4197" "sown," 1
"4198" "sparks" 1
"4199" "speak" 1
"4200" "Speak," 1
"4201" "speak'st," 1
"4202" "speaking" 1
"4203" "spear" 1
"4204" "special" 1
"4205" "speeches" 1
"4206" "speeches," 1
"4207" "speed," 1
"4208" "spend" 1
"4209" "spend," 1
"4210" "Spent" 1
"4211" "spher'd" 1
"4212" "sphere" 1
"4213" "spiders'" 1
"4214" "spied," 1
"4215" "spin" 1
"4216" "spirit-spent" 1
"4217" "spirit!" 1
"4218" "spirit." 1
"4219" "spirit's" 1
"4220" "spirits;" 1
"4221" "spit" 1
"4222" "spite;" 1
"4223" "spleen," 1
"4224" "spleens" 1
"4225" "splendour," 1
"4226" "split," 1
"4227" "spoil" 1
"4228" "spoil," 1
"4229" "spoilers." 1
"4230" "spoils" 1
"4231" "spoken," 1
"4232" "spouse" 1
"4233" "sprawl" 1
"4234" "spread," 1
"4235" "spring," 1
"4236" "springs," 1
"4237" "Sprinkling" 1
"4238" "spritefully" 1
"4239" "sprung" 1
"4240" "square" 1
"4241" "stable," 1
"4242" "staff" 1
"4243" "Stakes" 1
"4244" "stalk'd" 1
"4245" "stalk'd," 1
"4246" "stalking." 1
"4247" "Stand" 1
"4248" "standing" 1
"4249" "stands;" 1
"4250" "star-," 1
"4251" "star-bearing" 1
"4252" "star-born" 1
"4253" "star," 1
"4254" "star;" 1
"4255" "staring" 1
"4256" "Stars" 1
"4257" "stars," 1
"4258" "start" 1
"4259" "state;" 1
"4260" "stature," 1
"4261" "Stay," 1
"4262" "stay;" 1
"4263" "stay'" 1
"4264" "stay'd," 1
"4265" "steads," 1
"4266" "stealth" 1
"4267" "steed" 1
"4268" "steeds" 1
"4269" "Steel" 1
"4270" "steep" 1
"4271" "steep," 1
"4272" "Steep," 1
"4273" "steeps!" 1
"4274" "steer" 1
"4275" "steer;" 1
"4276" "stept" 1
"4277" "stept," 1
"4278" "Stern" 1
"4279" "stern," 1
"4280" "Still" 1
"4281" "still;" 1
"4282" "still)" 1
"4283" "stirring" 1
"4284" "stirs" 1
"4285" "stitch," 1
"4286" "stitches" 1
"4287" "stock" 1
"4288" "stole" 1
"4289" "stony" 1
"4290" "stoop'd" 1
"4291" "stoop'd," 1
"4292" "Store" 1
"4293" "storm" 1
"4294" "storm," 1
"4295" "storming" 1
"4296" "strait" 1
"4297" "strand" 1
"4298" "strand," 1
"4299" "strange" 1
"4300" "stranger," 1
"4301" "stranger." 1
"4302" "strangers" 1
"4303" "strangers," 1
"4304" "strangers." 1
"4305" "stratagem" 1
"4306" "stream" 1
"4307" "Strength-trusting" 1
"4308" "strengthening" 1
"4309" "strengths" 1
"4310" "strew'd" 1
"4311" "strict" 1
"4312" "Strife" 1
"4313" "strifes," 1
"4314" "strike" 1
"4315" "strikes" 1
"4316" "striv'd" 1
"4317" "striv'd," 1
"4318" "strive" 1
"4319" "strived," 1
"4320" "strives" 1
"4321" "Strong" 1
"4322" "strong'st," 1
"4323" "strook" 1
"4324" "strows" 1
"4325" "struggled" 1
"4326" "stubble" 1
"4327" "stubborn" 1
"4328" "studied" 1
"4329" "Studious" 1
"4330" "studying" 1
"4331" "subjects," 1
"4332" "succeeded;" 1
"4333" "success" 1
"4334" "succour," 1
"4335" "succouring" 1
"4336" "sudden" 1
"4337" "sue;" 1
"4338" "sufferings" 1
"4339" "suffers" 1
"4340" "suggested:" 1
"4341" "summer" 1
"4342" "summons" 1
"4343" "sumptuous" 1
"4344" "sun-" 1
"4345" "sun-loved" 1
"4346" "sun-rise," 1
"4347" "sun-set" 1
"4348" "sunder" 1
"4349" "sunder," 1
"4350" "sung" 1
"4351" "sung," 1
"4352" "Sunium," 1
"4353" "sunk" 1
"4354" "superfluous" 1
"4355" "supernatural" 1
"4356" "supping" 1
"4357" "suppliant's" 1
"4358" "supply" 1
"4359" "supply;" 1
"4360" "supply." 1
"4361" "suppos'd," 1
"4362" "suppose" 1
"4363" "supreme" 1
"4364" "surcharg'd" 1
"4365" "surcharged" 1
"4366" "sure;" 1
"4367" "surer" 1
"4368" "surnam'd" 1
"4369" "survey'd" 1
"4370" "survives" 1
"4371" "suspicious" 1
"4372" "sustain'd" 1
"4373" "swain" 1
"4374" "swain)" 1
"4375" "Swarms" 1
"4376" "swart" 1
"4377" "sway" 1
"4378" "sway'd" 1
"4379" "sweat" 1
"4380" "sweetly" 1
"4381" "swift" 1
"4382" "Swift" 1
"4383" "swiftest" 1
"4384" "swim." 1
"4385" "swine," 1
"4386" "swing" 1
"4387" "sword" 1
"4388" "sword," 1
"4389" "sword;" 1
"4390" "swum" 1
"4391" "Swum" 1
"4392" "tables" 1
"4393" "Tak'st" 1
"4394" "Take" 1
"4395" "take," 1
"4396" "take." 1
"4397" "taken" 1
"4398" "talk" 1
"4399" "talking" 1
"4400" "targets" 1
"4401" "targets;" 1
"4402" "task," 1
"4403" "taste." 1
"4404" "Taylor," 1
"4405" "teach" 1
"4406" "tear-swet" 1
"4407" "tear," 1
"4408" "Tears" 1
"4409" "tears," 1
"4410" "tears:" 1
"4411" "tears." 1
"4412" "teeth," 1
"4413" "Telemachus" 1
"4414" "tell." 1
"4415" "telling" 1
"4416" "temper" 1
"4417" "tempers;" 1
"4418" "temples," 1
"4419" "tempt" 1
"4420" "tempted;" 1
"4421" "tempting" 1
"4422" "tenderly" 1
"4423" "tent" 1
"4424" "tent;" 1
"4425" "tent." 1
"4426" "terms," 1
"4427" "terribly" 1
"4428" "Terror" 1
"4429" "terrors" 1
"4430" "Teucer" 1
"4431" "than," 1
"4432" "that;" 1
"4433" "that's" 1
"4434" "THE" 1
"4435" "Thebes," 1
"4436" "Thee" 1
"4437" "thee.\"" 1
"4438" "then:" 1
"4439" "then." 1
"4440" "then.\"" 1
"4441" "thence." 1
"4442" "Theoclymenus" 1
"4443" "there." 1
"4444" "there.\"" 1
"4445" "there's" 1
"4446" "thereat" 1
"4447" "Therefore" 1
"4448" "therefore," 1
"4449" "Theseus" 1
"4450" "Theseus," 1
"4451" "Thetis'" 1
"4452" "thick" 1
"4453" "thigh" 1
"4454" "thin," 1
"4455" "thing," 1
"4456" "thing?" 1
"4457" "things." 1
"4458" "things\"." 1
"4459" "third," 1
"4460" "thirst" 1
"4461" "Thirst," 1
"4462" "this." 1
"4463" "this.\"" 1
"4464" "thither" 1
"4465" "thither?" 1
"4466" "Those" 1
"4467" "thou," 1
"4468" "thou." 1
"4469" "thought." 1
"4470" "thoughts," 1
"4471" "thousand" 1
"4472" "Thracian" 1
"4473" "thrall" 1
"4474" "threat" 1
"4475" "threat.\"" 1
"4476" "threat'ning" 1
"4477" "threaten'd" 1
"4478" "threaten'd," 1
"4479" "threats" 1
"4480" "three-fold" 1
"4481" "threshold" 1
"4482" "thrice" 1
"4483" "thrifty" 1
"4484" "thrive" 1
"4485" "throat" 1
"4486" "throne" 1
"4487" "throne," 1
"4488" "throne;" 1
"4489" "throne." 1
"4490" "throng." 1
"4491" "throng'd" 1
"4492" "through." 1
"4493" "throughly" 1
"4494" "throw" 1
"4495" "throws" 1
"4496" "thrust," 1
"4497" "thrusts" 1
"4498" "thunder" 1
"4499" "thunder'd," 1
"4500" "thyself" 1
"4501" "thyself," 1
"4502" "ticks" 1
"4503" "timber-feller" 1
"4504" "Time" 1
"4505" "Tin," 1
"4506" "Tiresias" 1
"4507" "titles" 1
"4508" "to." 1
"4509" "to)" 1
"4510" "together," 1
"4511" "toils," 1
"4512" "told," 1
"4513" "tongs." 1
"4514" "tongues," 1
"4515" "too;" 1
"4516" "Took" 1
"4517" "took,.her" 1
"4518" "took;" 1
"4519" "tools" 1
"4520" "top" 1
"4521" "topless" 1
"4522" "tore" 1
"4523" "torrents" 1
"4524" "touch," 1
"4525" "touch'" 1
"4526" "tow'r" 1
"4527" "tow'rs" 1
"4528" "tow'rs," 1
"4529" "tow'rs." 1
"4530" "towards" 1
"4531" "tower," 1
"4532" "town;" 1
"4533" "towns;" 1
"4534" "tract" 1
"4535" "trade" 1
"4536" "transcends." 1
"4537" "transferr'd" 1
"4538" "translates" 1
"4539" "translator" 1
"4540" "traveller" 1
"4541" "travellers," 1
"4542" "tread" 1
"4543" "trees" 1
"4544" "trees," 1
"4545" "trembled," 1
"4546" "trembling" 1
"4547" "tremblings," 1
"4548" "tresses" 1
"4549" "tried" 1
"4550" "tried." 1
"4551" "tripods" 1
"4552" "tripods," 1
"4553" "trode" 1
"4554" "Trojans," 1
"4555" "troop" 1
"4556" "Troop'd" 1
"4557" "troops'" 1
"4558" "trouble," 1
"4559" "Troy;" 1
"4560" "Troy!" 1
"4561" "Troy." 1
"4562" "truce," 1
"4563" "True" 1
"4564" "true," 1
"4565" "trunk" 1
"4566" "truth;" 1
"4567" "Tumble" 1
"4568" "Turn'd" 1
"4569" "turning" 1
"4570" "turret" 1
"4571" "tusks" 1
"4572" "twelve" 1
"4573" "Twelve" 1
"4574" "Twice" 1
"4575" "twinkled" 1
"4576" "twins," 1
"4577" "twist;" 1
"4578" "twitches;" 1
"4579" "two," 1
"4580" "Tydeus" 1
"4581" "Tydeus'" 1
"4582" "Tydides" 1
"4583" "Tye" 1
"4584" "tyranny" 1
"4585" "Ulysses;" 1
"4586" "unbridled" 1
"4587" "unconquer'd" 1
"4588" "uncrown'd" 1
"4589" "underling" 1
"4590" "undermine," 1
"4591" "undermost)" 1
"4592" "understand" 1
"4593" "understanding," 1
"4594" "understood" 1
"4595" "understood," 1
"4596" "underwent" 1
"4597" "unextinguish'd" 1
"4598" "unfortunate," 1
"4599" "ungovern'd," 1
"4600" "unhonour'd," 1
"4601" "unhurt" 1
"4602" "unjust" 1
"4603" "unknown" 1
"4604" "unmeasur'd" 1
"4605" "unmov'd," 1
"4606" "unpleasing" 1
"4607" "unreveng'd," 1
"4608" "unrul'd" 1
"4609" "unseason'd" 1
"4610" "unseen" 1
"4611" "Unseen," 1
"4612" "untied," 1
"4613" "unwearied" 1
"4614" "Unwise" 1
"4615" "unwise," 1
"4616" "unwise;" 1
"4617" "unwreak'd," 1
"4618" "up;" 1
"4619" "up." 1
"4620" "up.\"" 1
"4621" "upland" 1
"4622" "urg'd" 1
"4623" "urge" 1
"4624" "urge," 1
"4625" "urgent" 1
"4626" "us;" 1
"4627" "us." 1
"4628" "us.'" 1
"4629" "used," 1
"4630" "useful" 1
"4631" "usual" 1
"4632" "utt'rance" 1
"4633" "utterly" 1
"4634" "utterly," 1
"4635" "vain." 1
"4636" "vain.\"" 1
"4637" "vainly" 1
"4638" "Vales" 1
"4639" "valiant," 1
"4640" "valour" 1
"4641" "Valour's" 1
"4642" "valours" 1
"4643" "value" 1
"4644" "vanish'd" 1
"4645" "vanities" 1
"4646" "vanities," 1
"4647" "vapours," 1
"4648" "variety;" 1
"4649" "vaunt" 1
"4650" "vaunt." 1
"4651" "vaunts" 1
"4652" "vehement," 1
"4653" "veils" 1
"4654" "vent" 1
"4655" "vent'rous," 1
"4656" "venting" 1
"4657" "venture" 1
"4658" "ventured" 1
"4659" "verge" 1
"4660" "verge;" 1
"4661" "vernal" 1
"4662" "verse" 1
"4663" "Verse" 1
"4664" "vessel," 1
"4665" "vessels," 1
"4666" "vexed" 1
"4667" "viands," 1
"4668" "vice-plagued" 1
"4669" "view" 1
"4670" "view," 1
"4671" "vigorous," 1
"4672" "violate" 1
"4673" "virgins" 1
"4674" "Virgins" 1
"4675" "virgins." 1
"4676" "virtue;" 1
"4677" "virtue's" 1
"4678" "virtues," 1
"4679" "vital" 1
"4680" "voice;" 1
"4681" "vow" 1
"4682" "vow," 1
"4683" "vows." 1
"4684" "vulgar" 1
"4685" "vulgars" 1
"4686" "waged" 1
"4687" "wagg'd" 1
"4688" "waist;" 1
"4689" "waiting;" 1
"4690" "wales" 1
"4691" "walk'd" 1
"4692" "walks" 1
"4693" "wall" 1
"4694" "walled" 1
"4695" "walls" 1
"4696" "walls," 1
"4697" "wands" 1
"4698" "want'st;" 1
"4699" "wanton" 1
"4700" "war;" 1
"4701" "war's" 1
"4702" "was.\"" 1
"4703" "wash'd," 1
"4704" "wastes" 1
"4705" "watch-tower" 1
"4706" "watchful" 1
"4707" "water" 1
"4708" "water," 1
"4709" "water;" 1
"4710" "wave" 1
"4711" "waves," 1
"4712" "way;" 1
"4713" "we," 1
"4714" "we." 1
"4715" "weakest" 1
"4716" "weakling" 1
"4717" "weals" 1
"4718" "wear" 1
"4719" "wear;" 1
"4720" "wearing" 1
"4721" "weary" 1
"4722" "weasel's" 1
"4723" "weather-beat," 1
"4724" "weather-beaten" 1
"4725" "webs" 1
"4726" "weed" 1
"4727" "weed," 1
"4728" "weeping" 1
"4729" "weighed." 1
"4730" "weight." 1
"4731" "weighty" 1
"4732" "welcom'd" 1
"4733" "well-built" 1
"4734" "well-grown" 1
"4735" "well-known," 1
"4736" "well-skill'd" 1
"4737" "went." 1
"4738" "wept," 1
"4739" "Were," 1
"4740" "wert" 1
"4741" "west" 1
"4742" "wet" 1
"4743" "wet," 1
"4744" "whales" 1
"4745" "whatever" 1
"4746" "Whatever" 1
"4747" "whatsoever" 1
"4748" "Whatsoever" 1
"4749" "wheat," 1
"4750" "whence" 1
"4751" "where," 1
"4752" "Wherein," 1
"4753" "whereon" 1
"4754" "Which," 1
"4755" "whine," 1
"4756" "White" 1
"4757" "white-and-red-mix'd-finger'd" 1
"4758" "white-bearded," 1
"4759" "white-fleeced" 1
"4760" "white-mouth'd" 1
"4761" "whites," 1
"4762" "Who," 1
"4763" "whoever" 1
"4764" "Whoever" 1
"4765" "whom," 1
"4766" "Why" 1
"4767" "wide" 1
"4768" "wife!" 1
"4769" "wild" 1
"4770" "wiles," 1
"4771" "wilful" 1
"4772" "Will" 1
"4773" "will;" 1
"4774" "will'" 1
"4775" "will'd," 1
"4776" "wilt" 1
"4777" "wind," 1
"4778" "winds" 1
"4779" "winds," 1
"4780" "Wine" 1
"4781" "wine-page" 1
"4782" "wine;" 1
"4783" "wings" 1
"4784" "Wings" 1
"4785" "wings," 1
"4786" "winter's" 1
"4787" "wisdom," 1
"4788" "wisdoms," 1
"4789" "Wise" 1
"4790" "wise-falling" 1
"4791" "wisest" 1
"4792" "wishers" 1
"4793" "wishest" 1
"4794" "Wit" 1
"4795" "wit." 1
"4796" "withal." 1
"4797" "withheld," 1
"4798" "Within" 1
"4799" "witnesses," 1
"4800" "wits;" 1
"4801" "wives." 1
"4802" "wives'" 1
"4803" "woe;" 1
"4804" "woes" 1
"4805" "woes!" 1
"4806" "woful" 1
"4807" "wolf's" 1
"4808" "wolves" 1
"4809" "woman," 1
"4810" "woman's" 1
"4811" "women" 1
"4812" "womens'" 1
"4813" "won;" 1
"4814" "wonder" 1
"4815" "wonder'd" 1
"4816" "woo" 1
"4817" "woo;" 1
"4818" "woods" 1
"4819" "Wooers:" 1
"4820" "word." 1
"4821" "words;" 1
"4822" "words." 1
"4823" "Work" 1
"4824" "world" 1
"4825" "world's" 1
"4826" "worldly" 1
"4827" "worse," 1
"4828" "worth;" 1
"4829" "worth." 1
"4830" "worthiest" 1
"4831" "worths.\"" 1
"4832" "worthy." 1
"4833" "would," 1
"4834" "Would," 1
"4835" "wouldst" 1
"4836" "Wound" 1
"4837" "Wound," 1
"4838" "wounded" 1
"4839" "wounded." 1
"4840" "wrack" 1
"4841" "wrangle," 1
"4842" "Wraps" 1
"4843" "wrapt" 1
"4844" "wrath's" 1
"4845" "Wrath's" 1
"4846" "wreak" 1
"4847" "wreak," 1
"4848" "wretch-." 1
"4849" "wretched." 1
"4850" "wretches!" 1
"4851" "wrinch'd," 1
"4852" "wrists" 1
"4853" "write" 1
"4854" "wrong." 1
"4855" "wrong'd.\"" 1
"4856" "Xanthus," 1
"4857" "Ye" 1
"4858" "ye," 1
"4859" "years." 1
"4860" "yield," 1
